municipality_code,municipality,date,population_density,population,area_m2
08426005GEMI,Alleshausen,2022-12-31,48,541,11285591
08426005GEMI,Alleshausen,2023-12-31,48,541,11285355
08426005GEMI,Alleshausen,2024-12-31,47,531,11285352
08426006GEMI,Allmannsweiler,2022-12-31,79,323,4102875
08426006GEMI,Allmannsweiler,2023-12-31,79,325,4102874
08426006GEMI,Allmannsweiler,2024-12-31,77,317,4102875
08426008GEMI,Altheim,2022-12-31,89,2104,23729033
08426008GEMI,Altheim,2023-12-31,90,2137,23729036
08426008GEMI,Altheim,2024-12-31,91,2160,23729035
08426011GEMI,Attenweiler,2022-12-31,70,1901,27203184
08426011GEMI,Attenweiler,2023-12-31,70,1908,27203182
08426011GEMI,Attenweiler,2024-12-31,70,1905,27203130
08426013GEMI,"Bad Buchau, Stadt",2022-12-31,195,4627,23745571
08426013GEMI,"Bad Buchau, Stadt",2023-12-31,198,4702,23745573
08426013GEMI,"Bad Buchau, Stadt",2024-12-31,196,4651,23745571
08426014GEMI,"Bad Schussenried, Stadt",2022-12-31,160,8781,55011304
08426014GEMI,"Bad Schussenried, Stadt",2023-12-31,162,8939,55011301
08426014GEMI,"Bad Schussenried, Stadt",2024-12-31,164,9044,55011273
08426019GEMI,Berkheim,2022-12-31,125,3138,25023297
08426019GEMI,Berkheim,2023-12-31,129,3235,25023295
08426019GEMI,Berkheim,2024-12-31,131,3275,25023328
08426020GEMI,Betzenweiler,2022-12-31,79,761,9683423
08426020GEMI,Betzenweiler,2023-12-31,76,738,9683664
08426020GEMI,Betzenweiler,2024-12-31,77,747,9683663
08426021GEMI,"Biberach an der Riß, Stadt",2022-12-31,473,34099,72151041
08426021GEMI,"Biberach an der Riß, Stadt",2023-12-31,477,34425,72151090
08426021GEMI,"Biberach an der Riß, Stadt",2024-12-31,479,34576,72151075
08426028GEMI,Burgrieden,2022-12-31,194,4242,21860860
08426028GEMI,Burgrieden,2023-12-31,195,4265,21860861
08426028GEMI,Burgrieden,2024-12-31,196,4291,21860859
08426031GEMI,Dettingen an der Iller,2022-12-31,243,2713,11142276
08426031GEMI,Dettingen an der Iller,2023-12-31,246,2736,11142278
08426031GEMI,Dettingen an der Iller,2024-12-31,251,2797,11142272
08426035GEMI,Dürmentingen,2022-12-31,110,2646,24123025
08426035GEMI,Dürmentingen,2023-12-31,110,2645,24123012
08426035GEMI,Dürmentingen,2024-12-31,111,2681,24122985
08426036GEMI,Dürnau,2022-12-31,63,459,7277054
08426036GEMI,Dürnau,2023-12-31,63,462,7277055
08426036GEMI,Dürnau,2024-12-31,67,487,7277052
08426038GEMI,Eberhardzell,2022-12-31,75,4506,59715840
08426038GEMI,Eberhardzell,2023-12-31,76,4541,59715807
08426038GEMI,Eberhardzell,2024-12-31,77,4580,59715874
08426043GEMI,Erlenmoos,2022-12-31,75,1829,24255031
08426043GEMI,Erlenmoos,2023-12-31,74,1802,24255032
08426043GEMI,Erlenmoos,2024-12-31,74,1790,24255026
08426044GEMI,Erolzheim,2022-12-31,127,3344,26297084
08426044GEMI,Erolzheim,2023-12-31,128,3363,26297084
08426044GEMI,Erolzheim,2024-12-31,128,3360,26297083
08426045GEMI,Ertingen,2022-12-31,143,5404,37736148
08426045GEMI,Ertingen,2023-12-31,143,5385,37736149
08426045GEMI,Ertingen,2024-12-31,143,5381,37736131
08426058GEMI,Hochdorf,2022-12-31,99,2344,23768132
08426058GEMI,Hochdorf,2023-12-31,100,2384,23768132
08426058GEMI,Hochdorf,2024-12-31,100,2383,23768125
08426062GEMI,Ingoldingen,2022-12-31,71,3126,44228091
08426062GEMI,Ingoldingen,2023-12-31,72,3174,44228088
08426062GEMI,Ingoldingen,2024-12-31,71,3159,44227950
08426064GEMI,Kanzach,2022-12-31,44,490,11147102
08426064GEMI,Kanzach,2023-12-31,46,512,11147105
08426064GEMI,Kanzach,2024-12-31,46,508,11147131
08426065GEMI,Kirchberg an der Iller,2022-12-31,117,2189,18641668
08426065GEMI,Kirchberg an der Iller,2023-12-31,116,2171,18641668
08426065GEMI,Kirchberg an der Iller,2024-12-31,118,2196,18641665
08426066GEMI,Kirchdorf an der Iller,2022-12-31,175,4006,22849709
08426066GEMI,Kirchdorf an der Iller,2023-12-31,177,4041,22849709
08426066GEMI,Kirchdorf an der Iller,2024-12-31,176,4024,22849706
08426067GEMI,Langenenslingen,2022-12-31,41,3652,88330990
08426067GEMI,Langenenslingen,2023-12-31,41,3665,88330993
08426067GEMI,Langenenslingen,2024-12-31,41,3649,88330993
08426070GEMI,"Laupheim, Stadt",2022-12-31,368,22758,61790874
08426070GEMI,"Laupheim, Stadt",2023-12-31,371,22946,61790883
08426070GEMI,"Laupheim, Stadt",2024-12-31,370,22839,61790898
08426071GEMI,Maselheim,2022-12-31,99,4635,47024215
08426071GEMI,Maselheim,2023-12-31,101,4734,47024217
08426071GEMI,Maselheim,2024-12-31,101,4736,47024220
08426073GEMI,Mietingen,2022-12-31,174,4586,26331768
08426073GEMI,Mietingen,2023-12-31,178,4677,26331769
08426073GEMI,Mietingen,2024-12-31,180,4743,26331768
08426074GEMI,Mittelbiberach,2022-12-31,187,4432,23679652
08426074GEMI,Mittelbiberach,2023-12-31,187,4429,23679643
08426074GEMI,Mittelbiberach,2024-12-31,187,4433,23679653
08426078GEMI,Moosburg,2022-12-31,122,227,1854045
08426078GEMI,Moosburg,2023-12-31,125,231,1853999
08426078GEMI,Moosburg,2024-12-31,125,231,1854001
08426087GEMI,"Ochsenhausen, Stadt",2022-12-31,155,9287,59959278
08426087GEMI,"Ochsenhausen, Stadt",2023-12-31,156,9333,59959273
08426087GEMI,"Ochsenhausen, Stadt",2024-12-31,156,9358,59959296
08426090GEMI,Oggelshausen,2022-12-31,72,947,13113197
08426090GEMI,Oggelshausen,2023-12-31,70,919,13113197
08426090GEMI,Oggelshausen,2024-12-31,69,902,13113180
08426097GEMI,"Riedlingen, Stadt",2022-12-31,168,10942,64957268
08426097GEMI,"Riedlingen, Stadt",2023-12-31,172,11187,64957270
08426097GEMI,"Riedlingen, Stadt",2024-12-31,172,11176,64957269
08426100GEMI,Rot an der Rot,2022-12-31,72,4548,63413460
08426100GEMI,Rot an der Rot,2023-12-31,71,4517,63413460
08426100GEMI,Rot an der Rot,2024-12-31,71,4500,63413418
08426108GEMI,Schwendi,2022-12-31,142,7001,49233062
08426108GEMI,Schwendi,2023-12-31,146,7196,49233056
08426108GEMI,Schwendi,2024-12-31,144,7098,49233050
08426109GEMI,Seekirch,2022-12-31,53,305,5764584
08426109GEMI,Seekirch,2023-12-31,49,283,5764586
08426109GEMI,Seekirch,2024-12-31,50,289,5764584
08426113GEMI,Steinhausen an der Rottum,2022-12-31,73,2169,29872826
08426113GEMI,Steinhausen an der Rottum,2023-12-31,72,2157,29872826
08426113GEMI,Steinhausen an der Rottum,2024-12-31,73,2182,29872805
08426117GEMI,Tannheim,2022-12-31,89,2476,27687968
08426117GEMI,Tannheim,2023-12-31,90,2493,27688105
08426117GEMI,Tannheim,2024-12-31,91,2533,27688105
08426118GEMI,Tiefenbach,2022-12-31,78,543,6942890
08426118GEMI,Tiefenbach,2023-12-31,79,546,6942890
08426118GEMI,Tiefenbach,2024-12-31,79,546,6942908
08426120GEMI,Ummendorf,2022-12-31,216,4464,20649120
08426120GEMI,Ummendorf,2023-12-31,214,4429,20649119
08426120GEMI,Ummendorf,2024-12-31,216,4456,20649120
08426121GEMI,Unlingen,2022-12-31,90,2416,26867247
08426121GEMI,Unlingen,2023-12-31,89,2401,26867264
08426121GEMI,Unlingen,2024-12-31,90,2411,26867266
08426124GEMI,Uttenweiler,2022-12-31,75,3721,49772279
08426124GEMI,Uttenweiler,2023-12-31,76,3772,49772323
08426124GEMI,Uttenweiler,2024-12-31,75,3751,49772317
08426125GEMI,Wain,2022-12-31,83,1664,20141565
08426125GEMI,Wain,2023-12-31,83,1676,20141566
08426125GEMI,Wain,2024-12-31,82,1661,20141563
08426128GEMI,Warthausen,2022-12-31,202,5209,25742720
08426128GEMI,Warthausen,2023-12-31,202,5203,25750307
08426128GEMI,Warthausen,2024-12-31,207,5341,25750308
08426134GEMI,Schemmerhofen,2022-12-31,174,8721,50170863
08426134GEMI,Schemmerhofen,2023-12-31,174,8722,50163355
08426134GEMI,Schemmerhofen,2024-12-31,176,8807,50163355
08426135GEMI,Gutenzell-Hürbel,2022-12-31,48,1834,37862957
08426135GEMI,Gutenzell-Hürbel,2023-12-31,48,1815,37862956
08426135GEMI,Gutenzell-Hürbel,2024-12-31,48,1814,37862957
08435005GEMI,Bermatingen,2022-12-31,264,4076,15446268
08435005GEMI,Bermatingen,2023-12-31,272,4201,15446267
08435005GEMI,Bermatingen,2024-12-31,269,4160,15446198
08435010GEMI,Daisendorf,2022-12-31,620,1512,2440195
08435010GEMI,Daisendorf,2023-12-31,620,1512,2440194
08435010GEMI,Daisendorf,2024-12-31,623,1521,2440197
08435013GEMI,Eriskirch,2022-12-31,328,4790,14612519
08435013GEMI,Eriskirch,2023-12-31,330,4822,14612518
08435013GEMI,Eriskirch,2024-12-31,331,4834,14612519
08435015GEMI,Frickingen,2022-12-31,114,3008,26428666
08435015GEMI,Frickingen,2023-12-31,116,3057,26428670
08435015GEMI,Frickingen,2024-12-31,118,3111,26428669
08435016GEMI,"Friedrichshafen, Stadt",2022-12-31,892,62410,69930731
08435016GEMI,"Friedrichshafen, Stadt",2023-12-31,900,62929,69930669
08435016GEMI,"Friedrichshafen, Stadt",2024-12-31,898,62796,69930684
08435018GEMI,Hagnau am Bodensee,2022-12-31,488,1435,2940602
08435018GEMI,Hagnau am Bodensee,2023-12-31,481,1413,2940603
08435018GEMI,Hagnau am Bodensee,2024-12-31,477,1402,2940605
08435020GEMI,Heiligenberg,2022-12-31,70,2844,40751191
08435020GEMI,Heiligenberg,2023-12-31,70,2861,40751188
08435020GEMI,Heiligenberg,2024-12-31,70,2836,40751187
08435024GEMI,Immenstaad am Bodensee,2022-12-31,695,6445,9275274
08435024GEMI,Immenstaad am Bodensee,2023-12-31,703,6523,9275274
08435024GEMI,Immenstaad am Bodensee,2024-12-31,695,6448,9275275
08435029GEMI,Kressbronn am Bodensee,2022-12-31,432,8818,20422532
08435029GEMI,Kressbronn am Bodensee,2023-12-31,433,8833,20422534
08435029GEMI,Kressbronn am Bodensee,2024-12-31,427,8727,20422536
08435030GEMI,Langenargen,2022-12-31,500,7631,15274884
08435030GEMI,Langenargen,2023-12-31,497,7592,15274890
08435030GEMI,Langenargen,2024-12-31,493,7525,15274889
08435034GEMI,"Markdorf, Stadt",2022-12-31,349,14274,40905892
08435034GEMI,"Markdorf, Stadt",2023-12-31,351,14342,40905699
08435034GEMI,"Markdorf, Stadt",2024-12-31,350,14300,40905765
08435035GEMI,Meckenbeuren,2022-12-31,433,13811,31894454
08435035GEMI,Meckenbeuren,2023-12-31,431,13733,31894492
08435035GEMI,Meckenbeuren,2024-12-31,431,13735,31894496
08435036GEMI,"Meersburg, Stadt",2022-12-31,489,5899,12073302
08435036GEMI,"Meersburg, Stadt",2023-12-31,491,5929,12073303
08435036GEMI,"Meersburg, Stadt",2024-12-31,493,5956,12073301
08435042GEMI,Neukirch,2022-12-31,101,2681,26594884
08435042GEMI,Neukirch,2023-12-31,101,2694,26594455
08435042GEMI,Neukirch,2024-12-31,102,2725,26594458
08435045GEMI,Oberteuringen,2022-12-31,245,4924,20083982
08435045GEMI,Oberteuringen,2023-12-31,250,5014,20083986
08435045GEMI,Oberteuringen,2024-12-31,251,5035,20083984
08435047GEMI,Owingen,2022-12-31,123,4508,36727758
08435047GEMI,Owingen,2023-12-31,123,4506,36727756
08435047GEMI,Owingen,2024-12-31,122,4492,36727750
08435052GEMI,Salem,2022-12-31,192,12015,62689175
08435052GEMI,Salem,2023-12-31,196,12256,62689176
08435052GEMI,Salem,2024-12-31,195,12243,62689169
08435053GEMI,Sipplingen,2022-12-31,503,2151,4274472
08435053GEMI,Sipplingen,2023-12-31,502,2147,4274470
08435053GEMI,Sipplingen,2024-12-31,491,2098,4274471
08435054GEMI,Stetten,2022-12-31,229,985,4299491
08435054GEMI,Stetten,2023-12-31,230,987,4299493
08435054GEMI,Stetten,2024-12-31,224,965,4299493
08435057GEMI,"Tettnang, Stadt",2022-12-31,282,20110,71252712
08435057GEMI,"Tettnang, Stadt",2023-12-31,286,20350,71252677
08435057GEMI,"Tettnang, Stadt",2024-12-31,288,20520,71252676
08435059GEMI,"Überlingen, Stadt",2022-12-31,387,22673,58636788
08435059GEMI,"Überlingen, Stadt",2023-12-31,389,22820,58636792
08435059GEMI,"Überlingen, Stadt",2024-12-31,388,22735,58636802
08435066GEMI,Uhldingen-Mühlhofen,2022-12-31,527,8257,15663737
08435066GEMI,Uhldingen-Mühlhofen,2023-12-31,528,8277,15663735
08435066GEMI,Uhldingen-Mühlhofen,2024-12-31,524,8210,15663744
08435067GEMI,Deggenhausertal,2022-12-31,71,4384,62153026
08435067GEMI,Deggenhausertal,2023-12-31,71,4410,62153020
08435067GEMI,Deggenhausertal,2024-12-31,71,4430,62153022
08436001GEMI,Achberg,2022-12-31,134,1732,12923581
08436001GEMI,Achberg,2023-12-31,132,1706,12923582
08436001GEMI,Achberg,2024-12-31,132,1709,12923582
08436003GEMI,Aichstetten,2022-12-31,85,2854,33742888
08436003GEMI,Aichstetten,2023-12-31,84,2828,33742881
08436003GEMI,Aichstetten,2024-12-31,85,2874,33742877
08436004GEMI,Aitrach,2022-12-31,95,2874,30200482
08436004GEMI,Aitrach,2023-12-31,100,3012,30200482
08436004GEMI,Aitrach,2024-12-31,100,3028,30200480
08436005GEMI,Altshausen,2022-12-31,194,3980,20484581
08436005GEMI,Altshausen,2023-12-31,198,4059,20484579
08436005GEMI,Altshausen,2024-12-31,195,3999,20484582
08436006GEMI,Amtzell,2022-12-31,138,4222,30587628
08436006GEMI,Amtzell,2023-12-31,138,4221,30588284
08436006GEMI,Amtzell,2024-12-31,138,4223,30588251
08436008GEMI,"Aulendorf, Stadt",2022-12-31,196,10256,52334887
08436008GEMI,"Aulendorf, Stadt",2023-12-31,198,10351,52334883
08436008GEMI,"Aulendorf, Stadt",2024-12-31,199,10417,52334910
08436009GEMI,"Bad Waldsee, Stadt",2022-12-31,189,20523,108546164
08436009GEMI,"Bad Waldsee, Stadt",2023-12-31,191,20698,108546164
08436009GEMI,"Bad Waldsee, Stadt",2024-12-31,192,20838,108546239
08436010GEMI,"Bad Wurzach, Stadt",2022-12-31,82,15002,182235303
08436010GEMI,"Bad Wurzach, Stadt",2023-12-31,82,15031,182235305
08436010GEMI,"Bad Wurzach, Stadt",2024-12-31,82,14942,182235326
08436011GEMI,Baienfurt,2022-12-31,454,7267,16013298
08436011GEMI,Baienfurt,2023-12-31,456,7298,16013281
08436011GEMI,Baienfurt,2024-12-31,461,7382,16014915
08436012GEMI,Baindt,2022-12-31,230,5301,23066736
08436012GEMI,Baindt,2023-12-31,228,5255,23066737
08436012GEMI,Baindt,2024-12-31,228,5269,23065104
08436013GEMI,Berg,2022-12-31,157,4461,28423492
08436013GEMI,Berg,2023-12-31,156,4430,28423490
08436013GEMI,Berg,2024-12-31,155,4408,28423490
08436014GEMI,Bergatreute,2022-12-31,137,3175,23169586
08436014GEMI,Bergatreute,2023-12-31,138,3200,23169587
08436014GEMI,Bergatreute,2024-12-31,137,3181,23169577
08436018GEMI,Bodnegg,2022-12-31,127,3117,24571548
08436018GEMI,Bodnegg,2023-12-31,129,3175,24571358
08436018GEMI,Bodnegg,2024-12-31,132,3235,24571389
08436019GEMI,Boms,2022-12-31,78,743,9555452
08436019GEMI,Boms,2023-12-31,77,733,9551045
08436019GEMI,Boms,2024-12-31,75,717,9551049
08436024GEMI,Ebenweiler,2022-12-31,128,1300,10128128
08436024GEMI,Ebenweiler,2023-12-31,135,1369,10128127
08436024GEMI,Ebenweiler,2024-12-31,134,1359,10128126
08436027GEMI,Eichstegen,2022-12-31,37,527,14250480
08436027GEMI,Eichstegen,2023-12-31,37,533,14250478
08436027GEMI,Eichstegen,2024-12-31,37,533,14250479
08436032GEMI,Fleischwangen,2022-12-31,116,671,5807727
08436032GEMI,Fleischwangen,2023-12-31,115,669,5807725
08436032GEMI,Fleischwangen,2024-12-31,112,651,5807726
08436039GEMI,Grünkraut,2022-12-31,181,3111,17147504
08436039GEMI,Grünkraut,2023-12-31,183,3145,17147503
08436039GEMI,Grünkraut,2024-12-31,181,3105,17147503
08436040GEMI,Guggenhausen,2022-12-31,23,186,8259185
08436040GEMI,Guggenhausen,2023-12-31,23,187,8259184
08436040GEMI,Guggenhausen,2024-12-31,23,193,8259186
08436047GEMI,Hoßkirch,2022-12-31,44,700,15805851
08436047GEMI,Hoßkirch,2023-12-31,46,720,15805852
08436047GEMI,Hoßkirch,2024-12-31,47,736,15805848
08436049GEMI,"Isny im Allgäu, Stadt",2022-12-31,172,14702,85385904
08436049GEMI,"Isny im Allgäu, Stadt",2023-12-31,176,15062,85385905
08436049GEMI,"Isny im Allgäu, Stadt",2024-12-31,177,15145,85385890
08436052GEMI,Kißlegg,2022-12-31,100,9202,92448877
08436052GEMI,Kißlegg,2023-12-31,102,9385,92448876
08436052GEMI,Kißlegg,2024-12-31,103,9530,92448914
08436053GEMI,Königseggwald,2022-12-31,101,696,6861517
08436053GEMI,Königseggwald,2023-12-31,101,691,6861517
08436053GEMI,Königseggwald,2024-12-31,99,681,6861520
08436055GEMI,"Leutkirch im Allgäu, Stadt",2022-12-31,136,23737,174974262
08436055GEMI,"Leutkirch im Allgäu, Stadt",2023-12-31,137,23986,174974426
08436055GEMI,"Leutkirch im Allgäu, Stadt",2024-12-31,138,24226,174974354
08436064GEMI,"Ravensburg, Stadt",2022-12-31,547,50339,92049967
08436064GEMI,"Ravensburg, Stadt",2023-12-31,550,50660,92050406
08436064GEMI,"Ravensburg, Stadt",2024-12-31,550,50628,92050414
08436067GEMI,Riedhausen,2022-12-31,98,827,8408193
08436067GEMI,Riedhausen,2023-12-31,97,812,8408194
08436067GEMI,Riedhausen,2024-12-31,100,838,8408195
08436069GEMI,Schlier,2022-12-31,122,3970,32600790
08436069GEMI,Schlier,2023-12-31,124,4037,32600606
08436069GEMI,Schlier,2024-12-31,124,4054,32600606
08436077GEMI,Unterwaldhausen,2022-12-31,68,280,4114361
08436077GEMI,Unterwaldhausen,2023-12-31,67,277,4114361
08436077GEMI,Unterwaldhausen,2024-12-31,68,279,4114362
08436078GEMI,Vogt,2022-12-31,209,4653,22304011
08436078GEMI,Vogt,2023-12-31,210,4689,22304010
08436078GEMI,Vogt,2024-12-31,211,4717,22304009
08436079GEMI,Waldburg,2022-12-31,144,3260,22708582
08436079GEMI,Waldburg,2023-12-31,144,3281,22708584
08436079GEMI,Waldburg,2024-12-31,144,3267,22708582
08436081GEMI,"Wangen im Allgäu, Stadt",2022-12-31,274,27799,101346087
08436081GEMI,"Wangen im Allgäu, Stadt",2023-12-31,276,28010,101346043
08436081GEMI,"Wangen im Allgäu, Stadt",2024-12-31,280,28412,101346035
08436082GEMI,"Weingarten, Stadt",2022-12-31,2028,24659,12161820
08436082GEMI,"Weingarten, Stadt",2023-12-31,2050,24926,12161836
08436082GEMI,"Weingarten, Stadt",2024-12-31,2051,24940,12161840
08436083GEMI,Wilhelmsdorf,2022-12-31,123,4701,38089990
08436083GEMI,Wilhelmsdorf,2023-12-31,125,4746,38089987
08436083GEMI,Wilhelmsdorf,2024-12-31,126,4813,38089991
08436085GEMI,Wolfegg,2022-12-31,96,3800,39496010
08436085GEMI,Wolfegg,2023-12-31,98,3868,39496011
08436085GEMI,Wolfegg,2024-12-31,98,3861,39495953
08436087GEMI,Wolpertswende,2022-12-31,155,4095,26352935
08436087GEMI,Wolpertswende,2023-12-31,153,4039,26352920
08436087GEMI,Wolpertswende,2024-12-31,155,4087,26352915
08436093GEMI,Ebersbach-Musbach,2022-12-31,64,1725,26844235
08436093GEMI,Ebersbach-Musbach,2023-12-31,64,1719,26843911
08436093GEMI,Ebersbach-Musbach,2024-12-31,63,1680,26843910
08436094GEMI,Argenbühl,2022-12-31,88,6760,76420308
08436094GEMI,Argenbühl,2023-12-31,87,6666,76420305
08436094GEMI,Argenbühl,2024-12-31,88,6726,76420293
08436095GEMI,Horgenzell,2022-12-31,94,5271,56166965
08436095GEMI,Horgenzell,2023-12-31,95,5331,56166959
08436095GEMI,Horgenzell,2024-12-31,97,5436,56166961
08436096GEMI,Fronreute,2022-12-31,107,4915,46091854
08436096GEMI,Fronreute,2023-12-31,107,4920,46091873
08436096GEMI,Fronreute,2024-12-31,108,4983,46091871
08437005GEMI,Beuron,2022-12-31,19,682,35102599
08437005GEMI,Beuron,2023-12-31,19,663,35102600
08437005GEMI,Beuron,2024-12-31,19,657,35102602
08437008GEMI,Bingen,2022-12-31,73,2710,37005364
08437008GEMI,Bingen,2023-12-31,74,2722,37005298
08437008GEMI,Bingen,2024-12-31,73,2699,37005301
08437031GEMI,"Gammertingen, Stadt",2022-12-31,118,6231,52974583
08437031GEMI,"Gammertingen, Stadt",2023-12-31,118,6233,52974548
08437031GEMI,"Gammertingen, Stadt",2024-12-31,116,6155,52974550
08437044GEMI,Herbertingen,2022-12-31,124,4784,38645015
08437044GEMI,Herbertingen,2023-12-31,123,4745,38645014
08437044GEMI,Herbertingen,2024-12-31,123,4738,38645035
08437047GEMI,"Hettingen, Stadt",2022-12-31,39,1793,46058063
08437047GEMI,"Hettingen, Stadt",2023-12-31,40,1849,46058063
08437047GEMI,"Hettingen, Stadt",2024-12-31,40,1861,46058062
08437053GEMI,Hohentengen,2022-12-31,116,4246,36614198
08437053GEMI,Hohentengen,2023-12-31,116,4256,36614197
08437053GEMI,Hohentengen,2024-12-31,113,4147,36614199
08437056GEMI,Illmensee,2022-12-31,81,2018,24920196
08437056GEMI,Illmensee,2023-12-31,82,2041,24920200
08437056GEMI,Illmensee,2024-12-31,81,2026,24920198
08437059GEMI,Inzigkofen,2022-12-31,103,2955,28732478
08437059GEMI,Inzigkofen,2023-12-31,104,2979,28732477
08437059GEMI,Inzigkofen,2024-12-31,103,2958,28732475
08437065GEMI,Krauchenwies,2022-12-31,111,4963,44648755
08437065GEMI,Krauchenwies,2023-12-31,112,5020,44648588
08437065GEMI,Krauchenwies,2024-12-31,113,5023,44648582
08437072GEMI,Leibertingen,2022-12-31,47,2209,47191145
08437072GEMI,Leibertingen,2023-12-31,46,2183,47191140
08437072GEMI,Leibertingen,2024-12-31,47,2233,47191139
08437076GEMI,"Mengen, Stadt",2022-12-31,202,10086,49816930
08437076GEMI,"Mengen, Stadt",2023-12-31,204,10159,49814655
08437076GEMI,"Mengen, Stadt",2024-12-31,204,10148,49814659
08437078GEMI,"Meßkirch, Stadt",2022-12-31,113,8636,76219671
08437078GEMI,"Meßkirch, Stadt",2023-12-31,113,8631,76219910
08437078GEMI,"Meßkirch, Stadt",2024-12-31,114,8676,76219909
08437082GEMI,Neufra,2022-12-31,65,1856,28398166
08437082GEMI,Neufra,2023-12-31,66,1885,28398197
08437082GEMI,Neufra,2024-12-31,67,1899,28398199
08437086GEMI,Ostrach,2022-12-31,64,6960,108886691
08437086GEMI,Ostrach,2023-12-31,65,7051,108886690
08437086GEMI,Ostrach,2024-12-31,65,7066,108886687
08437088GEMI,"Pfullendorf, Stadt",2022-12-31,147,13289,90504913
08437088GEMI,"Pfullendorf, Stadt",2023-12-31,147,13333,90504912
08437088GEMI,"Pfullendorf, Stadt",2024-12-31,149,13442,90504918
08437100GEMI,"Bad Saulgau, Stadt",2022-12-31,185,17962,97336395
08437100GEMI,"Bad Saulgau, Stadt",2023-12-31,185,17997,97341127
08437100GEMI,"Bad Saulgau, Stadt",2024-12-31,184,17889,97341126
08437101GEMI,"Scheer, Stadt",2022-12-31,134,2515,18724231
08437101GEMI,"Scheer, Stadt",2023-12-31,134,2505,18726506
08437101GEMI,"Scheer, Stadt",2024-12-31,134,2510,18726505
08437102GEMI,Schwenningen,2022-12-31,86,1661,19340735
08437102GEMI,Schwenningen,2023-12-31,86,1662,19340736
08437102GEMI,Schwenningen,2024-12-31,86,1667,19340736
08437104GEMI,"Sigmaringen, Stadt",2022-12-31,190,17663,92837650
08437104GEMI,"Sigmaringen, Stadt",2023-12-31,187,17402,92837713
08437104GEMI,"Sigmaringen, Stadt",2024-12-31,182,16884,92837710
08437105GEMI,Sigmaringendorf,2022-12-31,301,3754,12469896
08437105GEMI,Sigmaringendorf,2023-12-31,302,3767,12469895
08437105GEMI,Sigmaringendorf,2024-12-31,300,3735,12469894
08437107GEMI,Stetten am kalten Markt,2022-12-31,84,4767,56474221
08437107GEMI,Stetten am kalten Markt,2023-12-31,86,4833,56474220
08437107GEMI,Stetten am kalten Markt,2024-12-31,86,4859,56474220
